SOURCE: Abe paste 2026-08-31 (AI batch #2 for St. Anthony Port Reading, 04-1083). Gauntlet log in lpi/accounts/portreading-stanthony.md.
1. Funeral Home | Chubenko Funeral Home | (732) 634-6009 | 625 Port Reading Avenue, Port Reading NJ | https://www.chubenkofh.com/ | Family business founded in 1951; manager Gregory B. Chubenko
52. Bank | Unity Bank Edison | (732) 205-0044 | 1746 Oak Tree Road, Edison NJ | https://www.edisonchamber.com/list/category/banks-credit-unions-10 | Local-number branch
53. Financial Institution | RSI Bank | (732) 587-1525 | 1500 Irving Street, Rahway NJ | https://www.edisonchamber.com/list/category/banks-credit-unions-10 | Rahway-based financial institution
54. Bank | Amboy Bank Woodbridge | (732) 855-1842 | 90 Woodbridge Center Drive, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Community-bank branch with local number
55. Bank | Provident Bank Iselin | (732) 283-0700 | 1220 Green Street, Iselin NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local-number branch
56. Bank | Northfield Bank Avenel | (732) 587-2222 | 1410 Saint Georges Avenue, Avenel NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local-number branch
57. Bank | Provident Bank Woodbridge | (732) 634-2600 | 325 Amboy Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local-number branch
58. Credit Union | Central Jersey Federal Credit Union | (732) 634-0600 | 34B Main Street, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local credit union
59. Bank | BCB Bank Woodbridge | (732) 636-0077 | 378 Amboy Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local-number branch
60. Bank | Columbia Bank Woodbridge | (732) 855-1035 | 604 Amboy Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local-number branch
61. Credit Union | Jersey Central Federal Credit Union | (908) 272-3040 | 23 North Avenue East, Cranford NJ | https://downtowncranford.org/business/jersey-central-fcu/ | Local credit-union office
62. Insurance | Fraser Brothers Group LLC | (732) 738-7400 | 811 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/insurance-52 | Independent local insurance firm
63. Insurance | Mitchell Insurance Services Inc. | (732) 738-5500 | 720 King George Post Road, Fords NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local insurance agency
64. Insurance | Overmyer Insurance Agency | (908) 476-8685 | 2 South Avenue East, Cranford NJ | https://downtowncranford.org/business/overmyer-insurance-agency/ | Owner-named local insurance agency
65. Home Remodeling | Valiant Home Remodelers | (732) 541-7966 | 578 Roosevelt Avenue, Carteret NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Locally based remodeling contractor
66. Plumbing and Heating | Dunigan Plumbing & Heating | (732) 634-0630 | 153 Grove Street, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Owner-named local plumbing firm
67. HVAC | First Choice Heating & Cooling | (732) 906-9111 | 120 Liberty Street Unit C, Metuchen NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based HVAC contractor
68. Plumbing and Sewer | Freedom Mechanical & Sewer Service LLC | (732) 853-4115 | 2240 Ludlow Street, Rahway NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based independent contractor
69. HVAC | Sam's Air Control | (908) 930-5244 | 1217 US Highway 1, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Owner-named local HVAC business
70. Fire Protection | Automatic Protection Systems | (732) 738-5656 | 90 Woodbridge Center Drive Suite 405, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Locally based contractor
71. Kitchen Remodeling | Certified Kitchens Inc. | (732) 512-1000 | 160 Raritan Center Parkway, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based kitchen contractor
72. Painting | J&A Pro Painting LLC | (908) 356-9882 | 19 Sunrise Drive, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Owner-named independent painting shop
73. General Contractor | Alston Construction | (732) 379-5716 | 110 Fieldcrest Avenue Suite 8, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based contractor
74. General Contractor | G William Group LLC | (732) 494-8370 | 55 Carter Drive Suite 104, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based contractor
75. General Contractor | Juhas Construction LLC | (908) 692-1841 | 95 Benjamin Street, Cranford NJ | https://www.edisonchamber.com/list/category/contractors-23 | Owner-named local contractor
76. General Contractor | L&L Property Enterprises LLC | (908) 754-3225 | 1649 Woodland Avenue, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based contractor
77. Contractor | Lehman Industries | (732) 507-2077 | 275 New Brunswick Avenue, Fords NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based contractor
78. General Contractor | Lenguy Construction | (732) 632-9250 | 3 Stephenville Parkway Suite 2A, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Owner-named local contractor
79. Engineering | Meridian Engineering Group Inc. | (732) 205-8288 | 1199 Amboy Avenue Suite 1D, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based engineering firm
80. General Contractor | Milano Contracting | (732) 558-1009 | 946 Inman Avenue, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Owner-named local contractor
81. General Contractor | Modern Group LTD | (732) 738-9200 | 75 New Street, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based contractor
82. Paving | NJ Paver | (732) 627-4453 | 34 Heritage Drive, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Local paving contractor
83. Architecture | PK Architecture | (732) 388-4001 | 472 Westfield Avenue Suite 104, Clark NJ | https://www.edisonchamber.com/list/category/contractors-23 | Independent local architecture firm
84. General Contractor | Prayosha GMC Inc. | (732) 620-4431 | 120 Overbrook Avenue, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based contractor
85. Painting | Red Trim Painting Services LLC | (848) 225-5545 | 370 New Brunswick Avenue Suite 132, Fords NJ | https://www.edisonchamber.com/list/category/contractors-23 | Independent local painting shop
86. General Contractor | Ryan Ozimanic | (908) 487-7717 | 343 Amherst Road, Linden NJ | https://www.edisonchamber.com/list/category/contractors-23 | Owner-named local contractor
87. General Contractor | Tri-Form Construction Inc. | (732) 548-8161 | 119 Liberty Street, Metuchen NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based contractor
88. Industrial Contractor | FM Sylvan Inc. | (732) 826-7474 | 1001 State Street, Perth Amboy NJ | https://www.edisonchamber.com/list/category/contractors-23 | Perth Amboy-based contractor
89. Home Improvement | American Dream Properties | (732) 738-5900 | 910 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/contractors-23 | Locally based property contractor
90. Marble and Granite | R.S. Marble & Granite Inc. | (732) 802-9220 | 900 Port Reading Avenue Unit B-3, Port Reading NJ | https://www.edisonchamber.com/list/ql/home-garden-12 | Port Reading-based stone shop
91. Paint and Hardware | Siperstein Fords Paint | (732) 738-8300 | 372 New Brunswick Avenue, Fords NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Longstanding locally based paint shop
92. Pressure Washing | Powerful Wash LLC | (908) 494-6961 | 91 Archangela Avenue, Colonia NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local cleaning contractor
93. Property Maintenance | Action Property Management | (732) 742-5430 | 75 High Street, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Residential and commercial landscaping and snow removal
94. Landscaping | Aquila Landscape Contractors | (732) 750-4466 | 643 East Woodbridge Avenue, Avenel NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Locally based landscape contractor
95. Landscaping | Sequoia Land Design and Maintenance | (732) 331-7304 | 213 Bergen Street, Woodbridge NJ | https://www.edisonchamber.com/list/ql/home-garden-12 | Independent local landscape business
96. Landscaping | Azzarello Landscaping | (732) 819-8851 | 47 Schuyler Drive, Edison NJ | https://www.edisonchamber.com/list/ql/home-garden-12 | Owner-named local landscape shop
97. Pest Control | Bowco Laboratories | (732) 636-3777 | 75 Freeman Street, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local pest-control company
98. General Contractor | Siano Brothers Contracting | (908) 497-1335 | 205 North Avenue West, Cranford NJ | https://downtowncranford.org/business/siano-brothers-contracting/ | Family-named local contractor
99. Waterproofing | Blue Umbrella Waterproofing | (908) 356-5460 | 29 Alden Street Suite LL1B, Cranford NJ | https://downtowncranford.org/business/blue-umbrella-waterproofing/ | Locally based waterproofing contractor
100. Construction | Hull-Vicci Construction Corp. | (908) 272-3500 | 10 South Avenue East, Cranford NJ | https://downtowncranford.org/business/hull-vicci-construction-corp/ | Locally based construction company
101. Paint and Hardware | Central Paint & Hardware | (908) 936-7370 | 106 South Avenue West, Cranford NJ | https://downtowncranford.org/business/central-paint-and-hardware/ | Local hardware and paint shop
102. Millwork and Hardware | Edison Millwork & Hardware Inc. | (732) 985-2700 | 9 Old Post Road, Edison NJ | https://www.edisonchamber.com/list/category/home-furnishings-46 | Locally based building-supply shop
103. Glass Contractor | Academy Glass | (732) 381-7272 | 232 Wescott Drive, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Official Rahway Chamber listing
104. General Contractor | Giacobbe & Sons Contractors Inc. | (732) 382-0758 | 75 East Cherry Street Unit 6, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Family-named local contractor
105. Home Remodeling | Valiant Home Remodelers | (732) 541-7966 | 578 Roosevelt Avenue, Carteret NJ | (dup of 65)
106. Windows and Cabinets | Linden Windows and Cabinets LLC | (908) 587-1111 | 2400 East Edgar Road, Linden NJ | https://www.edisonchamber.com/list/category/distributor-28 | Linden-based home-improvement business
107. Floor Covering | Carpet Maven LLC | (732) 855-0494 | 94 Main Street, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local flooring shop
108. Roofing and Remodeling | Valiant Home Remodelers | (732) 541-7966 | (dup of 65)
109. Chiropractor | Backsmart Wellness Center | (732) 661-1121 | 341 Crows Mill Road, Fords NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local chiropractic and rehabilitation center
110. Chiropractor | Advanced Family Chiropractic | (732) 499-9191 | 622 Inman Avenue, Colonia NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local chiropractic office
111. Chiropractor | Hudak Chiropractic | (732) 661-0800 | 909 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/health-44 | Owner-named local chiropractic practice
112. Podiatry | Affiliated Foot & Ankle Center | (732) 662-3050 | 2163 Oak Tree Road Suite 108, Edison NJ | https://www.edisonchamber.com/list/category/health-44 | Locally based foot-and-ankle practice
113. Dentistry | Growing Faces Pediatric Dentistry | (732) 375-1000 | 799 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/dental-27 | Independent local dental practice
114. Dentistry | Isaac Menasha DDS | (732) 985-7666 | 1726 State Route 27, Edison NJ | https://www.edisonchamber.com/list/category/dental-27 | Dentist-owned independent practice
115. Dentistry | Legacy Dental | (732) 549-0173 | 38 Bridge Street Building A, Metuchen NJ | https://www.edisonchamber.com/list/category/dental-27 | Independent local dental practice
116. Orthodontics | Galkin Orthodontics | (732) 636-2828 | 711 Amboy Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Doctor-named local orthodontic practice
117. Eye Care (listed as Dentistry) | Better Vision New Jersey | (908) 276-3030 | 2 South Avenue East Suite 1, Cranford NJ | https://downtowncranford.org/business/better-vision-new-jersey/ | Local eye-care practice
118. Dentistry | Cranford Dental Arts | (908) 276-4116 | 108 North Union Avenue Suite 1, Cranford NJ | https://downtowncranford.org/business/cranford-dental-arts/ | Independent local dental practice
119. Optometry | Cranford Eye Care | (908) 276-0200 | 23 North Avenue West, Cranford NJ | https://downtowncranford.org/business/cranford-eye-care/ | Independent local eye-care practice
120. Orthodontics | Cranford Orthodontics | (908) 272-5595 | 118 North Avenue West, Cranford NJ | https://downtowncranford.org/business/cranford-orthodontics/ | Independent local orthodontic practice
121. Dentistry | Cranford Smiles | (908) 272-0787 | 114 Miln Street, Cranford NJ | https://downtowncranford.org/business/cranford-smiles/ | Independent local dental practice
122. Optometry | Hilke & Weng Optometric Physicians | (908) 276-1332 | 32 North Avenue East, Cranford NJ | https://downtowncranford.org/business/hilke-weng-optometric-physicians/ | Doctor-named local optometry practice
123. Dentistry | South Avenue Dental | (908) 272-7272 | 8 South Avenue West, Cranford NJ | https://downtowncranford.org/business/south-avenue-dental/ | Independent local dental practice
124. Wellness | Mitruska Integrated Wellness Center | (732) 324-4300 | 788 Convery Boulevard, Perth Amboy NJ | https://www.edisonchamber.com/list/category/health-44 | Locally based wellness practice
125. Medical Imaging | Alpha Mobile Ultrasounds LLC | (732) 277-4112 | 49 Partch Place, Edison NJ | https://www.edisonchamber.com/list/category/health-44 | Independent local medical service
126. Autism Care | North Star Family Autism Center LLC | (732) 301-4704 | 811 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/health-44 | Independent local family-care center
127. Senior Care | Stanford Angels LLC | (732) 318-6820 | 190 Route 27 Suite 101, Edison NJ | https://www.edisonchamber.com/list/category/health-44 | Locally based care provider
128. Radiology | Woodbridge Radiology | (732) 326-1515 | 530 Green Street, Iselin NJ | https://www.edisonchamber.com/list/category/health-44 | Locally based imaging practice
129. Physical Therapy | Adroit Rehabilitation | (732) 499-7927 | 1777 Lawrence Street, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | More than 25 years serving the area
130. Natural Therapy | Natural Therapy of Cranford | (908) 272-1314 | 3 Walnut Avenue, Cranford NJ | https://downtowncranford.org/business/natural-therapy-of-cranford/ | Independent local wellness practice
131. Assisted Living | Heritage at Clara Barton | (732) 225-5990 | 1015 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/member/heritage-at-clara-barton-898 | Locally based senior-living community
132. Pharmacy | Bell Pharmacy | (732) 985-1211 | 1907 Route 27, Edison NJ | https://www.edisonchamber.com/list/category/drug-variety-stores-29 | Independent local pharmacy
133. Pharmacy | Baron Drugs | (908) 276-6100 | 34 Eastman Street, Cranford NJ | https://downtowncranford.org/business/baron-drugs/ | Independent local pharmacy
134. Pharmacy | Bell's Pharmacy | (908) 276-0062 | 17 North Union Avenue Unit 1, Cranford NJ | https://downtowncranford.org/business/bells-pharmacy/ | Independent local pharmacy
135. Veterinarian | Raritan Animal Hospital | (732) 985-0278 | 1850 Lincoln Highway, Edison NJ | https://www.edisonchamber.com/list/category/veterinarians-85 | Independent local animal hospital
136. Veterinarian | Cranford Animal Hospital | (908) 272-5000 | 1 Springfield Avenue, Cranford NJ | https://downtowncranford.org/business/cranford-animal-hospital/ | Independent local animal hospital
137. Veterinarian | Garden State Veterinary Services | (732) 283-3535 | 1200 Route 9 North, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Local-number veterinary hospital
138. Auto Repair | Jones Automotive LLC | (848) 200-7233 | 1158 Amboy Avenue, Edison NJ | https://www.edisonchamber.com/list/category/auto-service-7 | Independent local repair shop
139. Auto Repair | Advanced Autoworks | (908) 377-9392 | 464 South Avenue East, Cranford NJ | https://downtowncranford.org/business/advanced-autoworks/ | Independent local repair shop
140. Auto Repair | Carmen's Foreign Car Repair | (908) 272-8708 | 48 North Avenue, Cranford NJ | https://downtowncranford.org/business/carmens-foreign-car-repair/ | Owner-named local repair shop
141. Auto Repair | Cranford Auto Repair | (908) 276-9800 | 23 South Avenue West, Cranford NJ | https://downtowncranford.org/business/cranford-auto-repair/ | Independent local repair shop
142. Auto Repair | Dan and Tony's Accurate Auto LLC | (908) 272-2288 | 7 South Avenue West, Cranford NJ | https://downtowncranford.org/business/dan-and-tonys-accurate-auto-llc/ | Owner-named independent repair shop
143. Auto Body | Heavenly Body Works LLC | (732) 726-1114 | 158 Amboy Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local body shop
144. Auto Sales and Service | Olger Motors LLC | (732) 527-0259 | 611 Amboy Avenue, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Independent local automotive business
145. Auto Repair | A & A Auto Center LLC | (732) 382-2888 | 745 New Brunswick Avenue, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Independent local repair shop
146. Auto Repair | Dependable Auto Repair & Rental Car | (732) 340-9006 | 1118 Main Street, Rahway NJ | https://www.rahwaychamberofcommerce.com/business-directory | Independent local repair shop
147. Realtor | J.J. Elek Realty Co. | (732) 634-9100 | 117 Main Street, Woodbridge NJ | https://business.woodbridgechamber.com/member-directory/FindStartsWith?term=%23%21 | Longstanding independent local real-estate office
148. Realtor | New Jersey Realty Advisory Group | (732) 853-0271 | 485C US Route 1 South, Iselin NJ | (appraisal firm)
149. Realtor | Atlantic Realty Development Corp. | (732) 750-1111 | 90 Woodbridge Center Drive, Woodbridge NJ | (developer)
150. Property Management | Wick Companies LLC | (732) 750-4444 | 100 Woodbridge Center Drive Suite 301, Woodbridge NJ | (property mgmt)
151. Realtor | On Track Realty | (732) 494-2211 | 186 Lincoln Highway, Edison NJ | https://www.edisonchamber.com/list/member/on-track-realty-2760 | Independent office established in 1994
152. Realtor | Samsel & Associates Real Estate Services | (908) 514-4105 | 1124-1126 Raritan Road, Clark NJ | https://www.edisonchamber.com/list/ql/real-estate-moving-storage-20 | Independent local real-estate office
153. Realtor | Marc Kelley Realtors | (908) 276-7888 | 2 Alden Street, Cranford NJ | https://downtowncranford.org/business/marc-kelley-realtors/ | Owner-named independent real-estate office
154. Realtor | Shannon DellaFortuna Homes | (908) 403-7797 | 19 Alden Street, Cranford NJ | https://downtowncranford.org/business/shannon-dellafortuna-homes/ | Owner-named local real-estate practice
155. Architecture | Ascendant Architecture & Interior Design PC | (732) 801-9263 | 10 Howell Street, Metuchen NJ | (architecture)
156. Restaurant | Automat | (732) 548-7676 | 1963 Oak Tree Road, Edison NJ | https://www.edisonchamber.com/list/category/restaurants-76 | Local restaurant
